song_id,segment_id,transformation,comparison_type,simple_average,weighted_average,weights_used,score_global_final
224,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
226,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
226,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
229,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
229,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
234,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
234,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
239,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
239,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
251,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
251,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
271,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
271,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
274,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
274,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
282,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
282,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
285,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
285,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
297,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
297,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
301,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
301,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
345,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
345,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
349,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
349,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
353,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
353,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
364,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
364,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
368,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
368,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
371,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
371,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
374,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
374,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
380,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
380,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
388,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
388,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
390,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
390,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
430,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
430,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
433,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
433,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
460,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
460,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
465,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
465,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
471,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
471,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
518,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
518,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
547,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
547,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
550,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
550,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
559,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
559,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
566,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
566,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
575,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
575,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
592,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
592,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
604,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
604,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
605,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
605,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
617,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
617,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
619,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
619,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
624,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
624,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
634,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
634,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
644,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
644,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
651,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
651,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
655,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
655,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
664,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
664,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
666,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
666,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
678,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
678,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
687,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
687,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
693,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
693,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
700,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
700,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
715,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
715,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
719,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
719,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
722,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
722,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
734,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
734,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
748,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
748,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
755,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
755,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
759,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
759,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
760,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
760,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
778,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
778,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
782,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
782,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
792,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
792,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
825,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
825,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
826,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
826,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
827,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
827,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
829,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
829,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
859,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
859,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
866,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
866,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
875,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
875,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
881,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
881,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
889,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
889,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
894,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
894,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
897,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
897,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
900,01,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
900,02,original_copy,baseline_original,1.000000,1.000000,"{""harmony"": 0.35, ""melody"": 0.4, ""rhythm"": 0.25}",1.000000
