song_id,segment_id,transformation,parameters,source_file,generated_file
115,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",115_segment_01.json,115_segment_01.json
115,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",115_segment_02.json,115_segment_02.json
128,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",128_segment_01.json,128_segment_01.json
128,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",128_segment_02.json,128_segment_02.json
143,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",143_segment_01.json,143_segment_01.json
143,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",143_segment_02.json,143_segment_02.json
160,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",160_segment_01.json,160_segment_01.json
160,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",160_segment_02.json,160_segment_02.json
164,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",164_segment_01.json,164_segment_01.json
164,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",164_segment_02.json,164_segment_02.json
167,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",167_segment_01.json,167_segment_01.json
167,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",167_segment_02.json,167_segment_02.json
176,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",176_segment_01.json,176_segment_01.json
176,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",176_segment_02.json,176_segment_02.json
197,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",197_segment_01.json,197_segment_01.json
197,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",197_segment_02.json,197_segment_02.json
204,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",204_segment_01.json,204_segment_01.json
204,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",204_segment_02.json,204_segment_02.json
215,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",215_segment_01.json,215_segment_01.json
215,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",215_segment_02.json,215_segment_02.json
221,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",221_segment_01.json,221_segment_01.json
221,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",221_segment_02.json,221_segment_02.json
224,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",224_segment_01.json,224_segment_01.json
224,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",224_segment_02.json,224_segment_02.json
226,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",226_segment_01.json,226_segment_01.json
226,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",226_segment_02.json,226_segment_02.json
229,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",229_segment_01.json,229_segment_01.json
229,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",229_segment_02.json,229_segment_02.json
234,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",234_segment_01.json,234_segment_01.json
234,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",234_segment_02.json,234_segment_02.json
239,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",239_segment_01.json,239_segment_01.json
239,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",239_segment_02.json,239_segment_02.json
251,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",251_segment_01.json,251_segment_01.json
251,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",251_segment_02.json,251_segment_02.json
271,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",271_segment_01.json,271_segment_01.json
271,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",271_segment_02.json,271_segment_02.json
274,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",274_segment_01.json,274_segment_01.json
274,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",274_segment_02.json,274_segment_02.json
282,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",282_segment_01.json,282_segment_01.json
282,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",282_segment_02.json,282_segment_02.json
285,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",285_segment_01.json,285_segment_01.json
285,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",285_segment_02.json,285_segment_02.json
297,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",297_segment_01.json,297_segment_01.json
297,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",297_segment_02.json,297_segment_02.json
301,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",301_segment_01.json,301_segment_01.json
301,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",301_segment_02.json,301_segment_02.json
345,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",345_segment_01.json,345_segment_01.json
345,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",345_segment_02.json,345_segment_02.json
349,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",349_segment_01.json,349_segment_01.json
349,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",349_segment_02.json,349_segment_02.json
353,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",353_segment_01.json,353_segment_01.json
353,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",353_segment_02.json,353_segment_02.json
364,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",364_segment_01.json,364_segment_01.json
364,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",364_segment_02.json,364_segment_02.json
368,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",368_segment_01.json,368_segment_01.json
368,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",368_segment_02.json,368_segment_02.json
371,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",371_segment_01.json,371_segment_01.json
371,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",371_segment_02.json,371_segment_02.json
374,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",374_segment_01.json,374_segment_01.json
374,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",374_segment_02.json,374_segment_02.json
380,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",380_segment_01.json,380_segment_01.json
380,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",380_segment_02.json,380_segment_02.json
388,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",388_segment_01.json,388_segment_01.json
388,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",388_segment_02.json,388_segment_02.json
390,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",390_segment_01.json,390_segment_01.json
390,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",390_segment_02.json,390_segment_02.json
430,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",430_segment_01.json,430_segment_01.json
430,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",430_segment_02.json,430_segment_02.json
433,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",433_segment_01.json,433_segment_01.json
433,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",433_segment_02.json,433_segment_02.json
460,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",460_segment_01.json,460_segment_01.json
460,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",460_segment_02.json,460_segment_02.json
465,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",465_segment_01.json,465_segment_01.json
465,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",465_segment_02.json,465_segment_02.json
471,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",471_segment_01.json,471_segment_01.json
471,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",471_segment_02.json,471_segment_02.json
518,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",518_segment_01.json,518_segment_01.json
518,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",518_segment_02.json,518_segment_02.json
547,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",547_segment_01.json,547_segment_01.json
547,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",547_segment_02.json,547_segment_02.json
550,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",550_segment_01.json,550_segment_01.json
550,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",550_segment_02.json,550_segment_02.json
559,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",559_segment_01.json,559_segment_01.json
559,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",559_segment_02.json,559_segment_02.json
566,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",566_segment_01.json,566_segment_01.json
566,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",566_segment_02.json,566_segment_02.json
575,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",575_segment_01.json,575_segment_01.json
575,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",575_segment_02.json,575_segment_02.json
592,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",592_segment_01.json,592_segment_01.json
592,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",592_segment_02.json,592_segment_02.json
604,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",604_segment_01.json,604_segment_01.json
604,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",604_segment_02.json,604_segment_02.json
605,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",605_segment_01.json,605_segment_01.json
605,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",605_segment_02.json,605_segment_02.json
617,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",617_segment_01.json,617_segment_01.json
617,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",617_segment_02.json,617_segment_02.json
619,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",619_segment_01.json,619_segment_01.json
619,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",619_segment_02.json,619_segment_02.json
624,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",624_segment_01.json,624_segment_01.json
624,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",624_segment_02.json,624_segment_02.json
634,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",634_segment_01.json,634_segment_01.json
634,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",634_segment_02.json,634_segment_02.json
644,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",644_segment_01.json,644_segment_01.json
644,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",644_segment_02.json,644_segment_02.json
651,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",651_segment_01.json,651_segment_01.json
651,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",651_segment_02.json,651_segment_02.json
655,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",655_segment_01.json,655_segment_01.json
655,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",655_segment_02.json,655_segment_02.json
664,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",664_segment_01.json,664_segment_01.json
664,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",664_segment_02.json,664_segment_02.json
666,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",666_segment_01.json,666_segment_01.json
666,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",666_segment_02.json,666_segment_02.json
678,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",678_segment_01.json,678_segment_01.json
678,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",678_segment_02.json,678_segment_02.json
687,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",687_segment_01.json,687_segment_01.json
687,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",687_segment_02.json,687_segment_02.json
693,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",693_segment_01.json,693_segment_01.json
693,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",693_segment_02.json,693_segment_02.json
700,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",700_segment_01.json,700_segment_01.json
700,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",700_segment_02.json,700_segment_02.json
715,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",715_segment_01.json,715_segment_01.json
715,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",715_segment_02.json,715_segment_02.json
719,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",719_segment_01.json,719_segment_01.json
719,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",719_segment_02.json,719_segment_02.json
722,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",722_segment_01.json,722_segment_01.json
722,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",722_segment_02.json,722_segment_02.json
734,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",734_segment_01.json,734_segment_01.json
734,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",734_segment_02.json,734_segment_02.json
748,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",748_segment_01.json,748_segment_01.json
748,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",748_segment_02.json,748_segment_02.json
755,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",755_segment_01.json,755_segment_01.json
755,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",755_segment_02.json,755_segment_02.json
759,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",759_segment_01.json,759_segment_01.json
759,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",759_segment_02.json,759_segment_02.json
760,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",760_segment_01.json,760_segment_01.json
760,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",760_segment_02.json,760_segment_02.json
778,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",778_segment_01.json,778_segment_01.json
778,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",778_segment_02.json,778_segment_02.json
782,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",782_segment_01.json,782_segment_01.json
782,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",782_segment_02.json,782_segment_02.json
792,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",792_segment_01.json,792_segment_01.json
792,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",792_segment_02.json,792_segment_02.json
825,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",825_segment_01.json,825_segment_01.json
825,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",825_segment_02.json,825_segment_02.json
826,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",826_segment_01.json,826_segment_01.json
826,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",826_segment_02.json,826_segment_02.json
827,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",827_segment_01.json,827_segment_01.json
827,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",827_segment_02.json,827_segment_02.json
829,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",829_segment_01.json,829_segment_01.json
829,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",829_segment_02.json,829_segment_02.json
859,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",859_segment_01.json,859_segment_01.json
859,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",859_segment_02.json,859_segment_02.json
866,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",866_segment_01.json,866_segment_01.json
866,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",866_segment_02.json,866_segment_02.json
875,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",875_segment_01.json,875_segment_01.json
875,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",875_segment_02.json,875_segment_02.json
881,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",881_segment_01.json,881_segment_01.json
881,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",881_segment_02.json,881_segment_02.json
889,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",889_segment_01.json,889_segment_01.json
889,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",889_segment_02.json,889_segment_02.json
894,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",894_segment_01.json,894_segment_01.json
894,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",894_segment_02.json,894_segment_02.json
897,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",897_segment_01.json,897_segment_01.json
897,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",897_segment_02.json,897_segment_02.json
900,01,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",900_segment_01.json,900_segment_01.json
900,02,duration_scaling,"{""duration_factor"": 1.2, ""random_seed"": 42}",900_segment_02.json,900_segment_02.json
