pair_id,pair_type,original_song_id,original_segment_id,comparison_song_id,comparison_segment_id,transformation,original_representation,comparison_representation
pair_000042,positive,026,01,026,01,transpose,data/processed/representations/026_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/026_segment_01.json
pair_000043,positive,026,02,026,02,,data/processed/representations/026_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/026_segment_02.json
pair_000044,positive,026,02,026,02,,data/processed/representations/026_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/026_segment_02.json
pair_000045,positive,026,02,026,02,,data/processed/representations/026_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/026_segment_02.json
pair_000046,positive,026,02,026,02,,data/processed/representations/026_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/026_segment_02.json
pair_000047,positive,026,02,026,02,chord_substitution,data/processed/representations/026_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/026_segment_02.json
pair_000048,positive,026,02,026,02,duration_scaling,data/processed/representations/026_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/026_segment_02.json
pair_000049,positive,026,02,026,02,interval_modification,data/processed/representations/026_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/026_segment_02.json
pair_000050,positive,026,02,026,02,ornamentation,data/processed/representations/026_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/026_segment_02.json
pair_000051,positive,026,02,026,02,partial_rhythm_modification,data/processed/representations/026_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/026_segment_02.json
pair_000052,positive,026,02,026,02,reharmonization,data/processed/representations/026_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/026_segment_02.json
pair_000053,positive,026,02,026,02,simplification,data/processed/representations/026_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/026_segment_02.json
pair_000054,positive,026,02,026,02,simplification,data/processed/representations/026_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/026_segment_02.json
pair_000055,positive,026,02,026,02,tempo_change,data/processed/representations/026_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/026_segment_02.json
pair_000056,positive,026,02,026,02,transpose,data/processed/representations/026_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/026_segment_02.json
pair_000057,positive,028,01,028,01,,data/processed/representations/028_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/028_segment_01.json
pair_000058,positive,028,01,028,01,,data/processed/representations/028_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/028_segment_01.json
pair_000059,positive,028,01,028,01,,data/processed/representations/028_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/028_segment_01.json
pair_000060,positive,028,01,028,01,,data/processed/representations/028_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/028_segment_01.json
pair_000061,positive,028,01,028,01,chord_substitution,data/processed/representations/028_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/028_segment_01.json
pair_000062,positive,028,01,028,01,duration_scaling,data/processed/representations/028_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/028_segment_01.json
pair_000063,positive,028,01,028,01,interval_modification,data/processed/representations/028_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/028_segment_01.json
pair_000064,positive,028,01,028,01,ornamentation,data/processed/representations/028_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/028_segment_01.json
pair_000065,positive,028,01,028,01,partial_rhythm_modification,data/processed/representations/028_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/028_segment_01.json
pair_000066,positive,028,01,028,01,reharmonization,data/processed/representations/028_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/028_segment_01.json
pair_000067,positive,028,01,028,01,simplification,data/processed/representations/028_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/028_segment_01.json
pair_000068,positive,028,01,028,01,simplification,data/processed/representations/028_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/028_segment_01.json
pair_000069,positive,028,01,028,01,tempo_change,data/processed/representations/028_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/028_segment_01.json
pair_000070,positive,028,01,028,01,transpose,data/processed/representations/028_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/028_segment_01.json
pair_000071,positive,028,02,028,02,,data/processed/representations/028_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/028_segment_02.json
pair_000072,positive,028,02,028,02,,data/processed/representations/028_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/028_segment_02.json
pair_000073,positive,028,02,028,02,,data/processed/representations/028_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/028_segment_02.json
pair_000074,positive,028,02,028,02,,data/processed/representations/028_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/028_segment_02.json
pair_000075,positive,028,02,028,02,chord_substitution,data/processed/representations/028_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/028_segment_02.json
pair_000076,positive,028,02,028,02,duration_scaling,data/processed/representations/028_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/028_segment_02.json
pair_000077,positive,028,02,028,02,interval_modification,data/processed/representations/028_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/028_segment_02.json
pair_000078,positive,028,02,028,02,ornamentation,data/processed/representations/028_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/028_segment_02.json
pair_000079,positive,028,02,028,02,partial_rhythm_modification,data/processed/representations/028_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/028_segment_02.json
pair_000080,positive,028,02,028,02,reharmonization,data/processed/representations/028_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/028_segment_02.json
pair_000081,positive,028,02,028,02,simplification,data/processed/representations/028_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/028_segment_02.json
pair_000082,positive,028,02,028,02,simplification,data/processed/representations/028_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/028_segment_02.json
pair_000083,positive,028,02,028,02,tempo_change,data/processed/representations/028_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/028_segment_02.json
pair_000084,positive,028,02,028,02,transpose,data/processed/representations/028_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/028_segment_02.json
pair_000085,positive,031,01,031,01,,data/processed/representations/031_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/031_segment_01.json
pair_000086,positive,031,01,031,01,,data/processed/representations/031_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/031_segment_01.json
pair_000087,positive,031,01,031,01,,data/processed/representations/031_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/031_segment_01.json
pair_000088,positive,031,01,031,01,,data/processed/representations/031_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/031_segment_01.json
pair_000089,positive,031,01,031,01,chord_substitution,data/processed/representations/031_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/031_segment_01.json
pair_000090,positive,031,01,031,01,duration_scaling,data/processed/representations/031_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/031_segment_01.json
pair_000091,positive,031,01,031,01,interval_modification,data/processed/representations/031_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/031_segment_01.json
pair_000092,positive,031,01,031,01,ornamentation,data/processed/representations/031_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/031_segment_01.json
pair_000093,positive,031,01,031,01,partial_rhythm_modification,data/processed/representations/031_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/031_segment_01.json
pair_000094,positive,031,01,031,01,reharmonization,data/processed/representations/031_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/031_segment_01.json
pair_000095,positive,031,01,031,01,simplification,data/processed/representations/031_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/031_segment_01.json
pair_000096,positive,031,01,031,01,simplification,data/processed/representations/031_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/031_segment_01.json
pair_000097,positive,031,01,031,01,tempo_change,data/processed/representations/031_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/031_segment_01.json
pair_000098,positive,031,01,031,01,transpose,data/processed/representations/031_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/031_segment_01.json
pair_000099,positive,031,02,031,02,,data/processed/representations/031_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/031_segment_02.json
pair_000100,positive,031,02,031,02,,data/processed/representations/031_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/031_segment_02.json
pair_000101,positive,031,02,031,02,,data/processed/representations/031_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/031_segment_02.json
pair_000102,positive,031,02,031,02,,data/processed/representations/031_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/031_segment_02.json
pair_000103,positive,031,02,031,02,chord_substitution,data/processed/representations/031_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/031_segment_02.json
pair_000104,positive,031,02,031,02,duration_scaling,data/processed/representations/031_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/031_segment_02.json
pair_000105,positive,031,02,031,02,interval_modification,data/processed/representations/031_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/031_segment_02.json
pair_000106,positive,031,02,031,02,ornamentation,data/processed/representations/031_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/031_segment_02.json
pair_000107,positive,031,02,031,02,partial_rhythm_modification,data/processed/representations/031_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/031_segment_02.json
pair_000108,positive,031,02,031,02,reharmonization,data/processed/representations/031_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/031_segment_02.json
pair_000109,positive,031,02,031,02,simplification,data/processed/representations/031_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/031_segment_02.json
pair_000110,positive,031,02,031,02,simplification,data/processed/representations/031_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/031_segment_02.json
pair_000111,positive,031,02,031,02,tempo_change,data/processed/representations/031_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/031_segment_02.json
pair_000112,positive,031,02,031,02,transpose,data/processed/representations/031_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/031_segment_02.json
pair_000113,positive,033,01,033,01,,data/processed/representations/033_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/033_segment_01.json
pair_000114,positive,033,01,033,01,,data/processed/representations/033_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/033_segment_01.json
pair_000115,positive,033,01,033,01,,data/processed/representations/033_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/033_segment_01.json
pair_000116,positive,033,01,033,01,,data/processed/representations/033_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/033_segment_01.json
pair_000117,positive,033,01,033,01,chord_substitution,data/processed/representations/033_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/033_segment_01.json
pair_000118,positive,033,01,033,01,duration_scaling,data/processed/representations/033_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/033_segment_01.json
pair_000119,positive,033,01,033,01,interval_modification,data/processed/representations/033_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/033_segment_01.json
pair_000120,positive,033,01,033,01,ornamentation,data/processed/representations/033_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/033_segment_01.json
pair_000121,positive,033,01,033,01,partial_rhythm_modification,data/processed/representations/033_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/033_segment_01.json
pair_000122,positive,033,01,033,01,reharmonization,data/processed/representations/033_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/033_segment_01.json
pair_000123,positive,033,01,033,01,simplification,data/processed/representations/033_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/033_segment_01.json
pair_000124,positive,033,01,033,01,simplification,data/processed/representations/033_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/033_segment_01.json
pair_000125,positive,033,01,033,01,tempo_change,data/processed/representations/033_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/033_segment_01.json
pair_000126,positive,033,01,033,01,transpose,data/processed/representations/033_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/033_segment_01.json
pair_000127,positive,033,02,033,02,,data/processed/representations/033_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/033_segment_02.json
pair_000128,positive,033,02,033,02,,data/processed/representations/033_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/033_segment_02.json
pair_000129,positive,033,02,033,02,,data/processed/representations/033_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/033_segment_02.json
pair_000130,positive,033,02,033,02,,data/processed/representations/033_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/033_segment_02.json
pair_000131,positive,033,02,033,02,chord_substitution,data/processed/representations/033_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/033_segment_02.json
pair_000132,positive,033,02,033,02,duration_scaling,data/processed/representations/033_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/033_segment_02.json
pair_000133,positive,033,02,033,02,interval_modification,data/processed/representations/033_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/033_segment_02.json
pair_000134,positive,033,02,033,02,ornamentation,data/processed/representations/033_segment_02.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/033_segment_02.json
pair_000135,positive,033,02,033,02,partial_rhythm_modification,data/processed/representations/033_segment_02.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/033_segment_02.json
pair_000136,positive,033,02,033,02,reharmonization,data/processed/representations/033_segment_02.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/033_segment_02.json
pair_000137,positive,033,02,033,02,simplification,data/processed/representations/033_segment_02.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/033_segment_02.json
pair_000138,positive,033,02,033,02,simplification,data/processed/representations/033_segment_02.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/033_segment_02.json
pair_000139,positive,033,02,033,02,tempo_change,data/processed/representations/033_segment_02.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/033_segment_02.json
pair_000140,positive,033,02,033,02,transpose,data/processed/representations/033_segment_02.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/033_segment_02.json
pair_000141,positive,045,01,045,01,,data/processed/representations/045_segment_01.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/045_segment_01.json
pair_000142,positive,045,01,045,01,,data/processed/representations/045_segment_01.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/045_segment_01.json
pair_000143,positive,045,01,045,01,,data/processed/representations/045_segment_01.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/045_segment_01.json
pair_000144,positive,045,01,045,01,,data/processed/representations/045_segment_01.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/045_segment_01.json
pair_000145,positive,045,01,045,01,chord_substitution,data/processed/representations/045_segment_01.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/045_segment_01.json
pair_000146,positive,045,01,045,01,duration_scaling,data/processed/representations/045_segment_01.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/045_segment_01.json
pair_000147,positive,045,01,045,01,interval_modification,data/processed/representations/045_segment_01.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/045_segment_01.json
pair_000148,positive,045,01,045,01,ornamentation,data/processed/representations/045_segment_01.json,data/processed/transformations/melody/ornamentation/density_0p2__random_seed_42/045_segment_01.json
pair_000149,positive,045,01,045,01,partial_rhythm_modification,data/processed/representations/045_segment_01.json,data/processed/transformations/rhythm/partial_rhythm_modification/random_seed_42__strength_0p25/045_segment_01.json
pair_000150,positive,045,01,045,01,reharmonization,data/processed/representations/045_segment_01.json,data/processed/transformations/harmony/reharmonization/random_seed_42__strength_0p25/045_segment_01.json
pair_000151,positive,045,01,045,01,simplification,data/processed/representations/045_segment_01.json,data/processed/transformations/harmony/simplification/random_seed_42__strength_0p25/045_segment_01.json
pair_000152,positive,045,01,045,01,simplification,data/processed/representations/045_segment_01.json,data/processed/transformations/melody/simplification/random_seed_42__strength_0p25/045_segment_01.json
pair_000153,positive,045,01,045,01,tempo_change,data/processed/representations/045_segment_01.json,data/processed/transformations/rhythm/tempo_change/random_seed_42__tempo_factor_0p8/045_segment_01.json
pair_000154,positive,045,01,045,01,transpose,data/processed/representations/045_segment_01.json,data/processed/transformations/melody/transpose/random_seed_42__semitones_2/045_segment_01.json
pair_000155,positive,045,02,045,02,,data/processed/representations/045_segment_02.json,data/processed/transformations/combined/melody_harmony_rhythm/mhr__hcs_strength_0p25__mt_semitones_2__rtc_tempo_factor_0p8/045_segment_02.json
pair_000156,positive,045,02,045,02,,data/processed/representations/045_segment_02.json,data/processed/transformations/combined/melody_harmony/mh__hcs_strength_0p25__mt_semitones_2/045_segment_02.json
pair_000157,positive,045,02,045,02,,data/processed/representations/045_segment_02.json,data/processed/transformations/combined/harmony_rhythm/hr__hcs_strength_0p25__rtc_tempo_factor_0p8/045_segment_02.json
pair_000158,positive,045,02,045,02,,data/processed/representations/045_segment_02.json,data/processed/transformations/combined/melody_rhythm/mr__mt_semitones_2__rtc_tempo_factor_0p8/045_segment_02.json
pair_000159,positive,045,02,045,02,chord_substitution,data/processed/representations/045_segment_02.json,data/processed/transformations/harmony/chord_substitution/random_seed_42__strength_0p25/045_segment_02.json
pair_000160,positive,045,02,045,02,duration_scaling,data/processed/representations/045_segment_02.json,data/processed/transformations/rhythm/duration_scaling/duration_factor_1p2__random_seed_42/045_segment_02.json
pair_000161,positive,045,02,045,02,interval_modification,data/processed/representations/045_segment_02.json,data/processed/transformations/melody/interval_modification/random_seed_42__strength_0p25/045_segment_02.json
