song_id,segment_id,transformation,parameters,source_file,generated_file
096,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",096_segment_02.json,096_segment_02.json
100,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",100_segment_01.json,100_segment_01.json
100,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",100_segment_02.json,100_segment_02.json
104,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",104_segment_01.json,104_segment_01.json
104,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",104_segment_02.json,104_segment_02.json
105,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",105_segment_01.json,105_segment_01.json
105,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",105_segment_02.json,105_segment_02.json
115,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",115_segment_01.json,115_segment_01.json
115,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",115_segment_02.json,115_segment_02.json
128,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",128_segment_01.json,128_segment_01.json
128,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",128_segment_02.json,128_segment_02.json
143,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",143_segment_01.json,143_segment_01.json
143,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",143_segment_02.json,143_segment_02.json
160,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",160_segment_01.json,160_segment_01.json
160,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",160_segment_02.json,160_segment_02.json
164,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",164_segment_01.json,164_segment_01.json
164,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",164_segment_02.json,164_segment_02.json
167,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",167_segment_01.json,167_segment_01.json
167,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",167_segment_02.json,167_segment_02.json
176,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",176_segment_01.json,176_segment_01.json
176,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",176_segment_02.json,176_segment_02.json
197,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",197_segment_01.json,197_segment_01.json
197,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",197_segment_02.json,197_segment_02.json
204,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",204_segment_01.json,204_segment_01.json
204,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",204_segment_02.json,204_segment_02.json
215,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",215_segment_01.json,215_segment_01.json
215,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",215_segment_02.json,215_segment_02.json
221,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",221_segment_01.json,221_segment_01.json
221,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",221_segment_02.json,221_segment_02.json
224,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",224_segment_01.json,224_segment_01.json
224,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",224_segment_02.json,224_segment_02.json
226,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",226_segment_01.json,226_segment_01.json
226,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",226_segment_02.json,226_segment_02.json
229,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",229_segment_01.json,229_segment_01.json
229,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",229_segment_02.json,229_segment_02.json
234,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",234_segment_01.json,234_segment_01.json
234,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",234_segment_02.json,234_segment_02.json
239,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",239_segment_01.json,239_segment_01.json
239,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",239_segment_02.json,239_segment_02.json
251,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",251_segment_01.json,251_segment_01.json
251,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",251_segment_02.json,251_segment_02.json
271,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",271_segment_01.json,271_segment_01.json
271,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",271_segment_02.json,271_segment_02.json
274,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",274_segment_01.json,274_segment_01.json
274,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",274_segment_02.json,274_segment_02.json
282,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",282_segment_01.json,282_segment_01.json
282,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",282_segment_02.json,282_segment_02.json
285,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",285_segment_01.json,285_segment_01.json
285,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",285_segment_02.json,285_segment_02.json
297,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",297_segment_01.json,297_segment_01.json
297,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",297_segment_02.json,297_segment_02.json
301,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",301_segment_01.json,301_segment_01.json
301,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",301_segment_02.json,301_segment_02.json
345,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",345_segment_01.json,345_segment_01.json
345,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",345_segment_02.json,345_segment_02.json
349,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",349_segment_01.json,349_segment_01.json
349,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",349_segment_02.json,349_segment_02.json
353,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",353_segment_01.json,353_segment_01.json
353,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",353_segment_02.json,353_segment_02.json
364,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",364_segment_01.json,364_segment_01.json
364,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",364_segment_02.json,364_segment_02.json
368,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",368_segment_01.json,368_segment_01.json
368,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",368_segment_02.json,368_segment_02.json
371,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",371_segment_01.json,371_segment_01.json
371,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",371_segment_02.json,371_segment_02.json
374,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",374_segment_01.json,374_segment_01.json
374,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",374_segment_02.json,374_segment_02.json
380,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",380_segment_01.json,380_segment_01.json
380,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",380_segment_02.json,380_segment_02.json
388,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",388_segment_01.json,388_segment_01.json
388,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",388_segment_02.json,388_segment_02.json
390,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",390_segment_01.json,390_segment_01.json
390,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",390_segment_02.json,390_segment_02.json
430,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",430_segment_01.json,430_segment_01.json
430,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",430_segment_02.json,430_segment_02.json
433,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",433_segment_01.json,433_segment_01.json
433,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",433_segment_02.json,433_segment_02.json
460,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",460_segment_01.json,460_segment_01.json
460,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",460_segment_02.json,460_segment_02.json
465,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",465_segment_01.json,465_segment_01.json
465,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",465_segment_02.json,465_segment_02.json
471,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",471_segment_01.json,471_segment_01.json
471,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",471_segment_02.json,471_segment_02.json
518,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",518_segment_01.json,518_segment_01.json
518,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",518_segment_02.json,518_segment_02.json
547,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",547_segment_01.json,547_segment_01.json
547,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",547_segment_02.json,547_segment_02.json
550,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",550_segment_01.json,550_segment_01.json
550,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",550_segment_02.json,550_segment_02.json
559,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",559_segment_01.json,559_segment_01.json
559,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",559_segment_02.json,559_segment_02.json
566,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",566_segment_01.json,566_segment_01.json
566,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",566_segment_02.json,566_segment_02.json
575,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",575_segment_01.json,575_segment_01.json
575,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",575_segment_02.json,575_segment_02.json
592,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",592_segment_01.json,592_segment_01.json
592,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",592_segment_02.json,592_segment_02.json
604,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",604_segment_01.json,604_segment_01.json
604,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",604_segment_02.json,604_segment_02.json
605,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",605_segment_01.json,605_segment_01.json
605,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",605_segment_02.json,605_segment_02.json
617,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",617_segment_01.json,617_segment_01.json
617,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",617_segment_02.json,617_segment_02.json
619,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",619_segment_01.json,619_segment_01.json
619,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",619_segment_02.json,619_segment_02.json
624,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",624_segment_01.json,624_segment_01.json
624,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",624_segment_02.json,624_segment_02.json
634,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",634_segment_01.json,634_segment_01.json
634,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",634_segment_02.json,634_segment_02.json
644,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",644_segment_01.json,644_segment_01.json
644,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",644_segment_02.json,644_segment_02.json
651,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",651_segment_01.json,651_segment_01.json
651,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",651_segment_02.json,651_segment_02.json
655,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",655_segment_01.json,655_segment_01.json
655,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",655_segment_02.json,655_segment_02.json
664,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",664_segment_01.json,664_segment_01.json
664,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",664_segment_02.json,664_segment_02.json
666,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",666_segment_01.json,666_segment_01.json
666,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",666_segment_02.json,666_segment_02.json
678,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",678_segment_01.json,678_segment_01.json
678,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",678_segment_02.json,678_segment_02.json
687,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",687_segment_01.json,687_segment_01.json
687,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",687_segment_02.json,687_segment_02.json
693,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",693_segment_01.json,693_segment_01.json
693,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",693_segment_02.json,693_segment_02.json
700,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",700_segment_01.json,700_segment_01.json
700,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",700_segment_02.json,700_segment_02.json
715,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",715_segment_01.json,715_segment_01.json
715,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",715_segment_02.json,715_segment_02.json
719,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",719_segment_01.json,719_segment_01.json
719,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",719_segment_02.json,719_segment_02.json
722,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",722_segment_01.json,722_segment_01.json
722,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",722_segment_02.json,722_segment_02.json
734,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",734_segment_01.json,734_segment_01.json
734,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",734_segment_02.json,734_segment_02.json
748,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",748_segment_01.json,748_segment_01.json
748,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",748_segment_02.json,748_segment_02.json
755,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",755_segment_01.json,755_segment_01.json
755,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",755_segment_02.json,755_segment_02.json
759,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",759_segment_01.json,759_segment_01.json
759,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",759_segment_02.json,759_segment_02.json
760,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",760_segment_01.json,760_segment_01.json
760,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",760_segment_02.json,760_segment_02.json
778,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",778_segment_01.json,778_segment_01.json
778,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",778_segment_02.json,778_segment_02.json
782,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",782_segment_01.json,782_segment_01.json
782,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",782_segment_02.json,782_segment_02.json
792,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",792_segment_01.json,792_segment_01.json
792,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",792_segment_02.json,792_segment_02.json
825,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",825_segment_01.json,825_segment_01.json
825,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",825_segment_02.json,825_segment_02.json
826,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",826_segment_01.json,826_segment_01.json
826,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",826_segment_02.json,826_segment_02.json
827,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",827_segment_01.json,827_segment_01.json
827,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",827_segment_02.json,827_segment_02.json
829,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",829_segment_01.json,829_segment_01.json
829,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",829_segment_02.json,829_segment_02.json
859,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",859_segment_01.json,859_segment_01.json
859,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",859_segment_02.json,859_segment_02.json
866,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",866_segment_01.json,866_segment_01.json
866,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",866_segment_02.json,866_segment_02.json
875,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",875_segment_01.json,875_segment_01.json
875,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",875_segment_02.json,875_segment_02.json
881,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",881_segment_01.json,881_segment_01.json
881,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",881_segment_02.json,881_segment_02.json
889,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",889_segment_01.json,889_segment_01.json
889,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",889_segment_02.json,889_segment_02.json
894,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",894_segment_01.json,894_segment_01.json
894,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",894_segment_02.json,894_segment_02.json
897,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",897_segment_01.json,897_segment_01.json
897,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",897_segment_02.json,897_segment_02.json
900,01,transpose,"{""random_seed"": 42, ""semitones"": 2}",900_segment_01.json,900_segment_01.json
900,02,transpose,"{""random_seed"": 42, ""semitones"": 2}",900_segment_02.json,900_segment_02.json
