song_id,segment_id,transformation,parameters,source_file,generated_file
226,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",226_segment_01.json,226_segment_01.json
226,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",226_segment_02.json,226_segment_02.json
229,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",229_segment_01.json,229_segment_01.json
229,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",229_segment_02.json,229_segment_02.json
234,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",234_segment_01.json,234_segment_01.json
234,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",234_segment_02.json,234_segment_02.json
239,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",239_segment_01.json,239_segment_01.json
239,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",239_segment_02.json,239_segment_02.json
251,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",251_segment_01.json,251_segment_01.json
251,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",251_segment_02.json,251_segment_02.json
271,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",271_segment_01.json,271_segment_01.json
271,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",271_segment_02.json,271_segment_02.json
274,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",274_segment_01.json,274_segment_01.json
274,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",274_segment_02.json,274_segment_02.json
282,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",282_segment_01.json,282_segment_01.json
282,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",282_segment_02.json,282_segment_02.json
285,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",285_segment_01.json,285_segment_01.json
285,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",285_segment_02.json,285_segment_02.json
297,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",297_segment_01.json,297_segment_01.json
297,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",297_segment_02.json,297_segment_02.json
301,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",301_segment_01.json,301_segment_01.json
301,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",301_segment_02.json,301_segment_02.json
345,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",345_segment_01.json,345_segment_01.json
345,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",345_segment_02.json,345_segment_02.json
349,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",349_segment_01.json,349_segment_01.json
349,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",349_segment_02.json,349_segment_02.json
353,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",353_segment_01.json,353_segment_01.json
353,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",353_segment_02.json,353_segment_02.json
364,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",364_segment_01.json,364_segment_01.json
364,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",364_segment_02.json,364_segment_02.json
368,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",368_segment_01.json,368_segment_01.json
368,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",368_segment_02.json,368_segment_02.json
371,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",371_segment_01.json,371_segment_01.json
371,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",371_segment_02.json,371_segment_02.json
374,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",374_segment_01.json,374_segment_01.json
374,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",374_segment_02.json,374_segment_02.json
380,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",380_segment_01.json,380_segment_01.json
380,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",380_segment_02.json,380_segment_02.json
388,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",388_segment_01.json,388_segment_01.json
388,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",388_segment_02.json,388_segment_02.json
390,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",390_segment_01.json,390_segment_01.json
390,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",390_segment_02.json,390_segment_02.json
430,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",430_segment_01.json,430_segment_01.json
430,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",430_segment_02.json,430_segment_02.json
433,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",433_segment_01.json,433_segment_01.json
433,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",433_segment_02.json,433_segment_02.json
460,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",460_segment_01.json,460_segment_01.json
460,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",460_segment_02.json,460_segment_02.json
465,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",465_segment_01.json,465_segment_01.json
465,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",465_segment_02.json,465_segment_02.json
471,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",471_segment_01.json,471_segment_01.json
471,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",471_segment_02.json,471_segment_02.json
518,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",518_segment_01.json,518_segment_01.json
518,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",518_segment_02.json,518_segment_02.json
547,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",547_segment_01.json,547_segment_01.json
547,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",547_segment_02.json,547_segment_02.json
550,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",550_segment_01.json,550_segment_01.json
550,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",550_segment_02.json,550_segment_02.json
559,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",559_segment_01.json,559_segment_01.json
559,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",559_segment_02.json,559_segment_02.json
566,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",566_segment_01.json,566_segment_01.json
566,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",566_segment_02.json,566_segment_02.json
575,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",575_segment_01.json,575_segment_01.json
575,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",575_segment_02.json,575_segment_02.json
592,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",592_segment_01.json,592_segment_01.json
592,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",592_segment_02.json,592_segment_02.json
604,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",604_segment_01.json,604_segment_01.json
604,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",604_segment_02.json,604_segment_02.json
605,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",605_segment_01.json,605_segment_01.json
605,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",605_segment_02.json,605_segment_02.json
617,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",617_segment_01.json,617_segment_01.json
617,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",617_segment_02.json,617_segment_02.json
619,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",619_segment_01.json,619_segment_01.json
619,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",619_segment_02.json,619_segment_02.json
624,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",624_segment_01.json,624_segment_01.json
624,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",624_segment_02.json,624_segment_02.json
634,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",634_segment_01.json,634_segment_01.json
634,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",634_segment_02.json,634_segment_02.json
644,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",644_segment_01.json,644_segment_01.json
644,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",644_segment_02.json,644_segment_02.json
651,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",651_segment_01.json,651_segment_01.json
651,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",651_segment_02.json,651_segment_02.json
655,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",655_segment_01.json,655_segment_01.json
655,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",655_segment_02.json,655_segment_02.json
664,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",664_segment_01.json,664_segment_01.json
664,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",664_segment_02.json,664_segment_02.json
666,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",666_segment_01.json,666_segment_01.json
666,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",666_segment_02.json,666_segment_02.json
678,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",678_segment_01.json,678_segment_01.json
678,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",678_segment_02.json,678_segment_02.json
687,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",687_segment_01.json,687_segment_01.json
687,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",687_segment_02.json,687_segment_02.json
693,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",693_segment_01.json,693_segment_01.json
693,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",693_segment_02.json,693_segment_02.json
700,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",700_segment_01.json,700_segment_01.json
700,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",700_segment_02.json,700_segment_02.json
715,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",715_segment_01.json,715_segment_01.json
715,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",715_segment_02.json,715_segment_02.json
719,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",719_segment_01.json,719_segment_01.json
719,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",719_segment_02.json,719_segment_02.json
722,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",722_segment_01.json,722_segment_01.json
722,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",722_segment_02.json,722_segment_02.json
734,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",734_segment_01.json,734_segment_01.json
734,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",734_segment_02.json,734_segment_02.json
748,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",748_segment_01.json,748_segment_01.json
748,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",748_segment_02.json,748_segment_02.json
755,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",755_segment_01.json,755_segment_01.json
755,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",755_segment_02.json,755_segment_02.json
759,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",759_segment_01.json,759_segment_01.json
759,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",759_segment_02.json,759_segment_02.json
760,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",760_segment_01.json,760_segment_01.json
760,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",760_segment_02.json,760_segment_02.json
778,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",778_segment_01.json,778_segment_01.json
778,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",778_segment_02.json,778_segment_02.json
782,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",782_segment_01.json,782_segment_01.json
782,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",782_segment_02.json,782_segment_02.json
792,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",792_segment_01.json,792_segment_01.json
792,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",792_segment_02.json,792_segment_02.json
825,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",825_segment_01.json,825_segment_01.json
825,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",825_segment_02.json,825_segment_02.json
826,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",826_segment_01.json,826_segment_01.json
826,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",826_segment_02.json,826_segment_02.json
827,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",827_segment_01.json,827_segment_01.json
827,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",827_segment_02.json,827_segment_02.json
829,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",829_segment_01.json,829_segment_01.json
829,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",829_segment_02.json,829_segment_02.json
859,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",859_segment_01.json,859_segment_01.json
859,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",859_segment_02.json,859_segment_02.json
866,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",866_segment_01.json,866_segment_01.json
866,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",866_segment_02.json,866_segment_02.json
875,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",875_segment_01.json,875_segment_01.json
875,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",875_segment_02.json,875_segment_02.json
881,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",881_segment_01.json,881_segment_01.json
881,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",881_segment_02.json,881_segment_02.json
889,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",889_segment_01.json,889_segment_01.json
889,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",889_segment_02.json,889_segment_02.json
894,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",894_segment_01.json,894_segment_01.json
894,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",894_segment_02.json,894_segment_02.json
897,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",897_segment_01.json,897_segment_01.json
897,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",897_segment_02.json,897_segment_02.json
900,01,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",900_segment_01.json,900_segment_01.json
900,02,interval_modification,"{""random_seed"": 42, ""strength"": 0.25}",900_segment_02.json,900_segment_02.json
